MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2043391,2018-01-23,2015-07-03,M,2,Nanjing,Beijing,India,70,2024-12-28,3,21574,44678,106432,70204,2024-01-22,228,74,462,1,1,179207,9,10.707258871553977,11.575270958178935,8.602325267042627,Senior,50k-100k
2008449,2018-01-23,2015-07-03,F,0,Chong Qing,Guangdong,United States,40,2024-12-28,4,25044,15600,35514,23497,2024-01-22,451,121,37,7,1,287542,10,9.65509029374725,10.47771042143191,11.0,Adult,20k-50k
2039165,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,India,29,2024-12-28,5,54538,1490,27055,76145,2024-01-22,609,207,450,3,2,282610,10,7.307202314764738,10.205664071138361,14.38749456993816,Young Adult,50k-100k
2034247,2018-01-23,2015-07-03,F,1,Guangzhou,Si Chuan,China,42,2024-12-28,10,13653,69072,38796,85673,2024-01-22,316,144,300,7,2,429211,13,11.142919195336972,10.566098203034423,12.0,Adult,50k-100k
2028927,2018-01-23,2009-06-19,F,0,Hangzhou,Chongqing,India,70,2024-12-28,2,16487,9307,1791,415022,2023-01-07,691,20,501,5,2,309715,12,9.138629524422182,7.491087593534876,4.47213595499958,Senior,200k+
2000693,2025-03-18,2015-07-03,F,1,Chengdu,Hubei,China,38,2024-12-28,4,43452,70680,8401,344190,2023-01-26,414,123,328,1,2,39991,16,11.165932074607458,9.036225051729327,11.090536506409418,Adult,200k+
2048218,2018-01-23,2015-07-03,M,2,Wuhan,Zhe Jiang,China,31,2024-12-28,4,32000,37777,27065,79212,2024-01-07,639,118,382,4,2,21828,12,10.539482201591765,10.206033606636451,10.862780491200215,Adult,50k-100k
2030226,2018-01-23,2015-07-03,M,0,Shenzhen,Shanghai,China,39,2024-12-28,5,56798,41178,19006,70443,2024-01-22,686,56,341,3,1,164421,13,10.625683696654097,9.852562611350837,7.483314773547883,Adult,50k-100k
2059213,2018-01-23,2015-07-03,F,2,Chengdu,Shanghai,China,41,2024-12-28,8,8787,123524,3614,162684,2024-01-22,109,74,470,2,1,32078,10,11.724198843713951,8.192847134592865,8.602325267042627,Adult,100k-200k
2039134,2018-01-23,2015-07-03,M,1,Guangzhou,Jiangsu,China,47,2024-12-28,8,10865,31952,22964,28424,2024-01-22,55,55,59,3,2,215115,6,10.372021352111275,10.041726596759894,7.416198487095663,Middle Age,20k-50k
2060277,2018-01-23,2015-07-03,M,0,Chong Qing,Guangdong,China,43,2024-12-28,9,25579,17091,15174,140408,2023-11-10,647,105,482,6,1,148388,9,9.746365796763916,9.627404615927698,10.246950765959598,Adult,100k-200k
2051308,2018-01-23,2015-07-03,M,0,Guangzhou,Hubei,United States,70,2024-12-28,3,26087,42274,25059,427984,2023-11-29,671,185,364,3,0,309157,12,10.651951173766781,10.129028228450059,13.601470508735444,Senior,200k+
2054338,2018-01-23,2015-07-03,M,2,Shenzhen,Chongqing,China,27,2025-05-05,7,29545,5277,10471,84038,2023-09-18,595,84,256,3,1,231795,11,8.57130251706327,9.256460307589736,9.16515138991168,Young Adult,50k-100k
2007371,2018-01-23,2015-07-03,M,1,Chengdu,Jiangsu,United States,38,2024-12-28,7,46369,22217,32151,296770,2024-01-22,594,219,307,1,1,314320,12,10.008658050141667,10.378229936129037,14.798648586948742,Adult,200k+
2034070,2018-01-23,2015-07-03,M,1,Shanghai,Shanghai,China,23,2024-05-05,7,82282,13797,7335,249385,2024-01-22,223,116,425,4,1,178025,8,9.532278933106054,8.9005490139363,10.770329614269007,Young Adult,200k+
2007838,2018-01-23,2015-07-03,M,1,Shanghai,Si Chuan,United States,32,2024-12-28,8,56327,58454,38002,32066,2024-01-22,138,135,418,5,0,17280,15,10.97601250644092,10.545420382960764,11.61895003862225,Adult,20k-50k
2047646,2018-01-23,2015-07-03,M,0,Wuhan,Guangdong,United States,39,2024-12-28,3,27198,12356,16100,447551,2024-01-22,431,47,374,5,1,169162,10,9.42197798310419,9.686636660844938,6.855654600401044,Adult,200k+
2036484,2012-11-09,2015-07-03,M,0,Hangzhou,Shanghai,United States,28,2024-12-28,3,58746,43840,15778,82332,2022-12-29,559,46,335,5,1,228675,14,10.688324731580726,9.66643522103567,6.782329983125268,Young Adult,50k-100k
2059636,2020-04-16,2015-07-03,M,0,Chengdu,Zhe Jiang,China,46,2024-10-29,5,33184,67818,10300,207481,2023-04-14,564,14,20,4,1,237975,10,11.124597670657918,9.239996256883693,3.7416573867739413,Middle Age,200k+
2024496,2018-01-23,2019-07-07,M,2,Guangzhou,Shanghai,China,49,2024-12-28,7,18689,4807,71959,46956,2022-11-16,510,72,297,4,1,215431,13,8.478036476215044,11.18386568806447,8.48528137423857,Middle Age,20k-50k
2028634,2018-01-23,2015-07-03,F,0,Hangzhou,Zhe Jiang,China,36,2024-12-28,8,8097,46260,28210,264832,2024-01-22,511,136,669,4,1,371667,13,10.742054552499475,10.247467251790306,11.661903789690601,Adult,200k+
2005038,2018-01-23,2015-07-03,F,2,Nanjing,Shanghai,United States,47,2024-12-28,9,11845,40408,27706,266065,2024-01-22,116,66,302,1,1,411707,11,10.60680781141641,10.229440367831474,8.12403840463596,Middle Age,200k+
2037168,2017-12-30,2015-07-03,M,0,Guangzhou,Jiangsu,China,53,2024-12-28,9,8500,81904,37083,334884,2024-01-22,167,189,471,5,1,463662,13,11.313315318038732,10.520940888726873,13.74772708486752,Middle Age,200k+
2052775,2021-08-18,2023-10-03,M,1,Nanjing,Beijing,India,28,2024-12-28,2,23887,122657,46016,348855,2024-01-22,677,79,344,1,1,224548,7,11.717155273813063,10.73676617241622,8.888194417315589,Young Adult,200k+
2013841,2018-03-08,2015-07-03,F,0,Guangzhou,Jiangsu,China,24,2024-12-28,9,36022,20497,8952,324344,2024-01-22,37,41,226,2,1,292409,10,9.928082599391509,9.099743950634156,6.4031242374328485,Young Adult,200k+
2020901,2018-01-23,2015-07-03,M,2,Guangzhou,Si Chuan,India,36,2025-01-09,8,39881,1698,106432,251760,2024-06-22,201,63,652,5,1,77728,9,7.4377951216719325,11.575270958178935,7.937253933193772,Adult,200k+
2030980,2018-01-23,2015-07-03,F,1,Guangzhou,Shanghai,India,36,2024-12-28,7,48128,18660,1157,375977,2024-01-22,384,127,369,1,1,104936,15,9.834191063533472,7.05444965813294,11.269427669584644,Adult,200k+
2044063,2018-01-23,2015-07-03,M,1,Guangzhou,Hubei,India,43,2024-12-28,2,44634,14087,10655,253090,2024-01-22,261,51,489,2,1,338933,7,9.553078650176042,9.273878392780171,7.14142842854285,Adult,200k+
2007355,2018-01-23,2015-07-03,M,0,Chengdu,Guangdong,China,41,2024-12-10,3,5441,116761,84262,372655,2023-08-06,492,292,291,5,1,395188,13,11.66789295397517,11.3416981389818,17.08800749063506,Adult,200k+
2016123,2018-01-23,2025-10-20,M,0,Xian,Shanghai,China,39,2025-01-13,4,32450,52425,46258,344080,2024-01-22,169,121,408,1,1,225649,12,10.867157930457058,10.742011318604094,11.0,Adult,200k+
2008751,2012-12-01,2015-07-03,M,1,Wuhan,Guangdong,China,40,2024-02-23,5,49292,34651,51018,336790,2022-06-12,621,82,412,3,2,64520,11,10.453110723010031,10.839953391346915,9.055385138137417,Adult,200k+
2056930,2018-01-23,2015-07-03,M,0,Guangzhou,Guangdong,China,40,2024-12-28,2,29652,47033,29945,196692,2024-01-22,627,54,339,4,1,165697,4,10.758626023416777,10.307151038697665,7.3484692283495345,Adult,100k-200k
2027152,2018-01-23,2023-09-07,M,0,Chong Qing,Guangdong,United States,36,2024-12-28,3,44394,18021,32035,406801,2024-01-22,359,66,265,6,1,274863,9,9.799348512794982,10.374615549443574,8.12403840463596,Adult,200k+
2001437,2018-01-23,2015-07-03,F,0,Wuhan,Chongqing,China,41,2025-06-21,2,37462,69987,21061,367548,2024-01-22,469,184,45,2,1,198717,5,11.15607907776451,9.955225747940542,13.564659966250536,Adult,200k+
2000508,2018-01-23,2015-07-03,M,2,Hangzhou,Guangdong,China,46,2024-12-28,3,30414,123524,73919,31646,2024-01-22,548,113,495,4,1,14442,4,11.724198843713951,11.210738706315565,10.63014581273465,Middle Age,20k-50k
2054428,2018-01-23,2015-07-03,M,2,Hangzhou,Shanghai,India,35,2024-12-28,8,51134,29686,20746,270881,2024-01-22,66,62,366,2,1,54430,7,10.298464518529904,9.940156936893139,7.874007874011811,Adult,200k+
2048786,2018-01-23,2015-07-03,F,0,Shenzhen,Beijing,United States,47,2024-12-28,5,18251,71620,73342,333563,2024-01-22,189,97,359,3,1,76127,15,11.179143606035232,11.202902346160954,9.848857801796104,Middle Age,200k+
2054816,2018-01-23,2015-07-03,F,0,Beijing,Si Chuan,United States,44,2025-08-27,5,37425,73859,11582,188059,2024-01-21,584,15,464,3,0,295072,4,11.209926688406554,9.357293784932345,3.872983346207417,Adult,100k-200k
2038171,2012-09-04,2015-07-03,F,0,Guangzhou,Shanghai,China,70,2024-12-28,5,10858,53017,24674,121114,2024-01-22,320,142,248,5,1,481216,14,10.878386757517054,10.113545864301683,11.916375287812984,Senior,100k-200k
2005931,2018-01-23,2016-08-10,M,0,Chong Qing,Zhe Jiang,India,43,2024-12-28,6,46145,65017,61017,141136,2024-01-22,155,72,287,1,1,336180,6,11.082419433618579,11.01892418159454,8.48528137423857,Adult,100k-200k
2062759,2018-01-23,2009-12-10,M,0,Xian,Hubei,China,27,2025-09-17,3,62984,102384,32366,93171,2024-01-22,7,55,479,3,1,206569,17,11.53649549648266,10.38489466421945,7.416198487095663,Young Adult,50k-100k
2008948,2025-10-06,2015-07-03,F,2,Hangzhou,Beijing,India,52,2024-12-28,8,25871,44740,2372,282221,2024-01-22,544,15,144,4,1,285703,13,10.708645586157767,7.771910256435763,3.872983346207417,Middle Age,200k+
2051492,2018-01-23,2015-07-03,M,1,Hangzhou,Jiangsu,China,35,2024-12-28,8,28938,12165,3967,216634,2024-01-22,363,41,406,1,1,177955,11,9.40640045488065,8.286017468404763,6.4031242374328485,Adult,200k+
2012243,2018-01-23,2015-07-03,F,2,Shanghai,Shanghai,China,22,2024-12-28,5,29172,30794,40302,66450,2024-01-22,269,52,188,2,0,40294,9,10.335107618121144,10.604181186851473,7.211102550927978,Young Adult,50k-100k
2017304,2020-09-16,2015-07-03,M,0,Nanjing,Shanghai,China,49,2024-12-28,3,17809,35124,84849,253977,2025-11-11,0,142,332,0,2,153884,10,10.466668406636046,11.348640270662372,11.916375287812984,Middle Age,200k+
2028413,2018-01-23,2015-07-03,M,2,Hangzhou,Zhe Jiang,India,50,2024-12-28,6,44549,62597,20609,105470,2024-01-22,534,19,24,3,0,58688,12,11.044488607696024,9.933531673884504,4.358898943540674,Middle Age,100k-200k
2032264,2018-01-23,2016-01-30,M,2,Nanjing,Beijing,India,49,2024-12-28,5,25057,40216,13844,8125,2024-01-22,453,13,382,6,1,62859,10,10.602045070788348,9.535679435605061,3.605551275463989,Middle Age,5k-20k
2004387,2018-01-23,2015-07-03,F,2,Guangzhou,Beijing,India,39,2025-07-27,7,32668,123524,7469,143410,2024-01-22,397,105,341,2,1,304398,10,11.724198843713951,8.918650278126863,10.246950765959598,Adult,100k-200k
2057812,2018-01-23,2015-07-03,F,2,Hangzhou,Beijing,China,38,2024-12-28,4,5100,7509,24850,247254,2024-01-22,406,28,506,2,1,8093,10,8.92399074475818,10.120653272163802,5.291502622129181,Adult,200k+
2045513,2018-01-23,2015-07-03,F,2,Guangzhou,Hubei,United States,45,2024-10-09,6,22738,20535,30520,328782,2024-01-22,52,196,355,3,1,153092,8,9.929934722550977,10.326170250261358,14.0,Adult,200k+
2010311,2011-02-06,2015-07-03,F,2,Beijing,Chongqing,China,40,2024-12-28,6,56124,24804,77659,135663,2024-01-22,267,54,330,2,1,173161,6,10.11880052473515,11.260095603285658,7.3484692283495345,Adult,100k-200k
2050436,2024-08-30,2015-07-03,M,0,Beijing,Jiangsu,United States,34,2024-12-28,4,39764,45029,391,302575,2024-01-22,600,203,212,4,1,29459,10,10.715084213295617,5.971261839790462,14.247806848775006,Adult,200k+
2008922,2018-01-23,2015-07-03,M,0,Chong Qing,Si Chuan,India,30,2024-12-28,2,15099,16614,74997,109273,2024-01-22,16,141,87,5,1,153510,7,9.718061180788695,11.22521672549622,11.874342087037917,Young Adult,100k-200k
2008694,2018-01-23,2015-07-03,M,0,Guangzhou,Shanghai,United States,26,2024-12-28,6,43014,54666,41273,478533,2022-09-05,601,133,666,3,1,331229,14,10.909015515680611,10.627988040754069,11.532562594670797,Young Adult,200k+
2017028,2018-01-23,2015-07-03,M,2,Wuhan,Shanghai,India,70,2024-12-28,3,58360,61591,22993,367142,2024-01-22,328,95,560,4,1,399606,4,11.028287270957886,10.042988591313685,9.746794344808963,Senior,200k+
2025489,2018-01-23,2015-07-03,F,0,Shanghai,Jiangsu,China,24,2025-08-13,10,32807,14137,2201,187351,2023-10-12,671,50,222,3,1,80875,13,9.556621486730899,7.697121317282625,7.0710678118654755,Young Adult,100k-200k
2001540,2018-01-23,2015-07-03,M,1,Chong Qing,Guangdong,India,70,2024-12-28,8,21355,51583,25040,15596,2025-01-09,50,95,285,3,1,150684,12,10.8509668258663,10.128269760518846,9.746794344808963,Senior,5k-20k
2009122,2016-05-18,2015-07-03,M,0,Nanjing,Hubei,China,44,2024-12-28,5,3493,19157,43527,222242,2023-06-11,700,8,347,2,1,43009,11,9.860475661942838,10.681159688165762,2.8284271247461903,Adult,200k+
2033980,2018-01-23,2015-07-03,M,2,Shanghai,Jiangsu,India,35,2024-12-28,8,33298,55936,39722,209758,2024-01-22,669,87,19,2,0,308427,9,10.931981336429777,10.589685644007867,9.327379053088816,Adult,200k+
2015285,2018-01-23,2025-07-12,F,1,Nanjing,Beijing,China,42,2024-12-28,2,45188,34482,38638,227495,2024-01-22,158,239,467,3,1,97103,7,10.4482217279533,10.562017408074379,15.459624833740307,Adult,200k+
2005868,2018-01-23,2015-07-03,M,0,Shenzhen,Hubei,China,18,2024-12-28,4,56958,52626,53916,449771,2023-09-30,520,164,86,4,1,286375,14,10.870984575013114,10.895201106056144,12.806248474865697,Teen,200k+
2035329,2018-01-23,2015-07-03,F,1,Wuhan,Zhe Jiang,United States,27,2025-12-10,1,23447,41417,5960,184849,2025-06-19,174,121,420,3,1,295407,8,10.631470847931531,8.692993531219926,11.0,Young Adult,100k-200k
2045876,2018-01-23,2015-07-03,M,0,Wuhan,Si Chuan,United States,56,2024-12-28,6,23513,88711,19773,253458,2025-03-05,174,72,121,5,1,281039,5,11.39315044663305,9.892123222457078,8.48528137423857,Middle Age,200k+
2022491,2025-08-17,2017-02-10,M,1,Shenzhen,Jiangsu,China,46,2024-04-29,4,39359,56787,13284,381407,2023-06-10,324,193,150,2,1,45945,11,10.947080314783465,9.494390858193913,13.892443989449804,Middle Age,200k+
2013030,2018-01-23,2019-04-15,M,0,Xian,Beijing,United States,37,2024-12-28,8,43538,38281,44987,327011,2024-01-22,328,164,442,2,1,192677,13,10.552735090806054,10.714151066523913,12.806248474865697,Adult,200k+
2011570,2018-01-23,2015-07-03,M,2,Nanjing,Shanghai,China,31,2024-12-28,8,39934,86628,6476,379591,2024-01-22,348,32,483,0,1,436764,10,11.3693899114723,8.776012719182917,5.656854249492381,Adult,200k+
2045437,2018-01-23,2015-07-03,M,0,Guangzhou,Jiangsu,India,38,2024-12-28,9,71930,30820,22407,14497,2024-01-22,630,135,259,3,2,132025,11,10.335951554811068,10.017173316939944,11.61895003862225,Adult,5k-20k
2022000,2014-02-15,2015-07-03,M,0,Guangzhou,Shanghai,China,42,2024-12-28,6,30104,86161,20101,101910,2024-01-22,300,221,19,3,1,314067,8,11.363984524188531,9.908574591584685,14.866068747318506,Adult,100k-200k
2000391,2018-01-23,2015-07-03,F,2,Shanghai,Guangdong,China,55,2024-12-28,6,48468,35054,4150,367386,2023-05-26,569,17,288,4,0,250825,7,10.464673535641069,8.33110454805304,4.123105625617661,Middle Age,200k+
2017849,2018-01-23,2015-07-03,M,0,Shanghai,Zhe Jiang,China,28,2024-12-28,10,75802,56755,54687,92191,2023-06-17,633,28,329,6,1,200232,7,10.946516656627203,10.909399585915317,5.291502622129181,Young Adult,50k-100k
2029002,2018-01-23,2015-07-03,M,0,Shenzhen,Hubei,China,36,2024-12-28,8,17020,85225,22960,186236,2024-01-22,557,232,104,0,1,326204,9,11.353061830583496,10.041552403492023,15.231546211727817,Adult,100k-200k
2017577,2018-01-23,2016-02-24,M,0,Hangzhou,Zhe Jiang,China,33,2024-12-28,3,22434,50008,79107,159442,2024-01-22,187,197,712,2,1,343394,6,10.819958268212227,11.278569286441915,14.035668847618199,Adult,100k-200k
2031729,2018-01-23,2015-07-03,M,2,Hangzhou,Guangdong,China,36,2024-12-28,2,39878,32234,67197,150485,2024-01-22,65,136,596,2,0,41618,10,10.38080809774472,11.115398764163585,11.661903789690601,Adult,100k-200k
2059927,2018-01-23,2015-07-03,F,1,Shenzhen,Beijing,United States,36,2024-12-28,9,21323,60320,28868,212585,2024-01-22,50,103,157,0,1,18546,5,11.007435580793757,10.27052363402451,10.14889156509222,Adult,200k+
2042833,2018-01-23,2015-07-03,M,1,Xian,Beijing,United States,28,2024-12-12,6,36853,3346,27766,319303,2024-01-22,522,91,458,1,1,42829,10,8.115819701211327,10.231603544216687,9.539392014169456,Young Adult,200k+
2032022,2018-01-23,2023-02-14,F,0,Chong Qing,Guangdong,United States,34,2025-09-01,3,34755,57176,14333,454843,2023-11-13,658,150,479,1,1,112644,9,10.953906998602752,9.570389616553864,12.24744871391589,Adult,200k+
2036359,2013-04-03,2009-10-30,F,0,Hangzhou,Shanghai,China,42,2025-09-03,5,54288,786,42075,104465,2024-01-22,143,36,248,2,1,265969,13,6.668228248417403,10.647232785859165,6.0,Adult,100k-200k
2011351,2018-01-23,2015-07-03,M,0,Chengdu,Shanghai,China,33,2024-12-28,3,14609,17900,49218,52793,2024-01-22,617,110,297,3,2,232555,7,9.792611856190192,10.804035006794324,10.488088481701515,Adult,50k-100k
2025082,2019-11-26,2021-06-01,M,2,Shanghai,Beijing,China,20,2024-12-28,3,27746,86829,59040,47635,2024-01-22,595,61,186,2,1,108681,15,11.37170746305469,10.98598739680029,7.810249675906654,Young Adult,20k-50k
2041204,2018-01-23,2015-07-03,F,0,Guangzhou,Guangdong,India,29,2024-12-28,10,36625,95866,12523,392977,2024-01-22,674,48,219,5,0,10796,8,11.470717093206334,9.435402082446297,6.928203230275509,Young Adult,200k+
2006720,2018-01-23,2008-03-02,M,0,Chengdu,Beijing,United States,33,2024-12-28,8,45348,123524,12471,385793,2024-01-22,228,155,206,5,1,228311,16,11.724198843713951,9.431241410737613,12.449899597988733,Adult,200k+
2015541,2018-01-23,2022-01-10,M,0,Wuhan,Hubei,China,44,2024-12-28,6,55823,73919,23071,211814,2024-01-22,432,59,585,3,1,137911,9,11.210738706315565,10.046375040084676,7.681145747868608,Adult,200k+
2060517,2023-12-29,2015-07-03,M,2,Chong Qing,Guangdong,China,44,2024-12-28,8,12222,47138,37551,82049,2024-01-22,255,81,217,6,1,87117,10,10.760855962858242,10.533481918090805,9.0,Adult,50k-100k
2049659,2018-01-23,2015-07-03,M,0,Shanghai,Jiangsu,China,23,2024-12-28,4,33418,67187,25351,456445,2024-01-22,296,31,195,3,2,146515,13,11.115249939136893,10.140612901370757,5.5677643628300215,Young Adult,200k+
2027242,2018-01-23,2015-07-03,M,2,Chong Qing,Shanghai,United States,33,2025-10-11,6,39069,11969,22647,581620,2024-01-22,169,89,162,5,1,1329,12,9.390158798552019,10.027826826791735,9.433981132056603,Adult,
2014694,2018-01-23,2015-07-03,M,1,Beijing,Jiangsu,China,49,2024-12-28,3,64117,7718,12348,283212,2024-01-22,667,22,388,7,2,108734,16,8.951440100949855,9.421330367117822,4.69041575982343,Middle Age,200k+
2000947,2018-01-23,2015-07-03,M,0,Shanghai,Guangdong,India,40,2024-12-28,4,21465,479,9892,257340,2024-01-22,417,42,231,3,0,37171,9,6.173786103901937,9.199582715323222,6.48074069840786,Adult,200k+
2048345,2018-01-23,2015-07-03,M,2,Chong Qing,Shanghai,China,44,2024-12-28,2,62376,1152,2962,139391,2024-07-22,290,105,155,3,0,260323,11,7.050122520269059,7.993957547573565,10.246950765959598,Adult,100k-200k
2014328,2018-01-23,2015-07-03,M,0,Shenzhen,Guangdong,China,24,2024-12-28,8,31673,83323,77977,446155,2024-02-16,539,116,421,3,0,241844,10,11.330491901903805,11.264182014605733,10.770329614269007,Young Adult,200k+
2014415,2018-01-23,2015-07-03,F,1,Beijing,Zhe Jiang,United States,29,2024-12-28,4,7712,26793,10711,96452,2023-08-11,570,135,620,4,1,242368,7,10.19593326083693,9.279119887371008,11.61895003862225,Young Adult,50k-100k
2056919,2018-01-23,2015-07-03,M,2,Shenzhen,Shanghai,China,36,2024-12-28,7,2007,16449,84849,103728,2024-04-05,618,82,21,2,1,250038,10,9.708080756193517,11.348640270662372,9.055385138137417,Adult,100k-200k
2035933,2018-01-23,2008-05-03,F,1,Nanjing,Guangdong,India,28,2024-12-28,5,27017,2064,29388,58875,2024-01-22,439,34,428,5,1,252631,8,7.632885505395133,10.288375733655462,5.830951894845301,Young Adult,50k-100k
2035316,2018-01-23,2015-07-03,M,0,Wuhan,Si Chuan,India,27,2024-12-28,6,44025,4154,77682,468470,2024-01-22,413,163,372,2,1,214634,12,8.332067707289548,11.260391722198877,12.767145334803704,Young Adult,200k+
2032158,2018-01-23,2015-07-03,M,0,Shenzhen,Shanghai,China,43,2025-12-26,10,2814,54681,25877,396118,2024-01-22,443,172,185,2,1,184839,8,10.909289866613754,10.161148465875899,13.114877048604,Adult,200k+
2018158,2018-01-23,2015-07-03,F,0,Nanjing,Chongqing,China,65,2024-12-28,7,20622,22599,24618,324872,2024-01-22,343,32,260,1,1,309456,16,10.025705185260378,10.111273781529295,5.656854249492381,Senior,200k+
2013008,2020-02-24,2015-07-03,F,2,Guangzhou,Si Chuan,India,49,2024-12-28,9,25361,7737,38417,339733,2024-01-22,209,131,122,2,1,146416,12,8.953898535260459,10.556281378746856,11.445523142259598,Middle Age,200k+
2033041,2018-01-23,2015-07-03,M,2,Guangzhou,Shanghai,China,68,2024-12-28,6,6015,9890,42493,68700,2024-01-22,321,66,17,3,2,150310,6,9.199380531739841,10.657118168475584,8.12403840463596,Senior,50k-100k
2020828,2019-11-18,2005-06-06,M,0,Chong Qing,Shanghai,United States,49,2024-12-28,3,5357,6629,36895,28703,2024-03-26,325,23,426,1,0,173636,9,8.799360083179907,10.515858423068785,4.795831523312719,Middle Age,20k-50k
2025374,2018-01-23,2018-12-13,F,1,Beijing,Shanghai,United States,34,2024-12-28,6,12737,46678,35916,241767,2024-02-19,361,117,76,3,1,310394,2,10.7510496637203,10.488965999997278,10.816653826391969,Adult,200k+
2036387,2010-11-19,2015-07-03,M,1,Guangzhou,Shanghai,India,43,2024-12-28,5,28926,20209,51957,105172,2024-01-22,59,30,480,3,0,84741,7,9.913932810397666,10.858190978896696,5.477225575051661,Adult,100k-200k
2051534,2018-01-23,2025-09-27,M,1,Xian,Hubei,China,26,2024-05-29,8,36634,16036,19119,237872,2024-04-09,50,178,309,4,2,213009,11,9.682653831508809,9.858490186605392,13.341664064126334,Young Adult,200k+
